id,location,visited_GBR,visited_GBR_num,aust_1_or_over_2,"Q.28 IF AUSTRALIAN - Code State (1=NT, 2=NSW and ACT, 3=VIC, 4=QLD, 5=SA, 6=WA, 7=TAS)",aust_state,country_origin,geopol_region,coord,latitude,longitude
18412436,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18412730,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18413315,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18413859,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18413942,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414575,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414580,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414582,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414583,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414596,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18414718,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18426003,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18426634,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18428015,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18428206,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18428542,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18428862,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18428924,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18443543,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18443703,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18443923,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444166,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444191,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444199,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444424,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444873,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18444956,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446088,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446198,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446199,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446660,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446684,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446816,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446917,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446930,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18447672,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18447673,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18454910,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18459953,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18460969,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18462280,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18462304,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18463546,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18463987,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18464161,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18464163,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18470726,Airlie Beach,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18471140,Airlie Beach,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18473807,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18473872,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474116,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474120,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474122,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474123,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474127,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474128,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474129,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18474154,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480454,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480456,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480678,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480737,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480836,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480866,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480872,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18480926,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481011,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481533,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481576,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481578,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481617,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481660,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481661,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481819,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481824,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481853,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481875,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481909,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18481962,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18491818,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18494710,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18495115,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18495307,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18495969,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496235,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496248,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496336,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496494,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496558,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496605,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496903,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496905,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18511157,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18511260,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18511279,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512058,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512385,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512465,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512472,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512489,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512659,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18512820,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514343,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514432,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514433,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514469,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514473,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514481,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514485,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514495,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514514,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514538,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18515134,Gladstone,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18515135,Gladstone,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18532439,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18532447,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18532557,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18533469,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18533538,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18533992,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18535787,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18549410,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18549758,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18549834,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18549847,,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18549914,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18550565,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18551742,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18551792,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18551830,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18551906,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18552237,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18553310,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18554995,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18555663,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18555719,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18555794,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18557396,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18558274,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18592303,Yeppoon,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18592320,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18643002,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18643008,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18643015,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18643021,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18647952,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18647957,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18647960,Mackay,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18648065,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18648066,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18649231,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18649886,Mackay,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18671115,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18671314,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18671321,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18694388,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18714072,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18715189,Gladstone,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18715283,Gladstone,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18725776,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18726450,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18743468,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18754285,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18755933,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18756264,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18759341,,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18759415,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18759548,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18760490,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18760511,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18761940,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18762170,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18762182,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18777295,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18779549,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18780143,Cairns,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18780343,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18791308,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18812912,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18813136,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18813137,Townsville,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18820532,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18821160,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18831752,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18835565,Cairns,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18850684,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18850950,Yeppoon,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18852087,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18852088,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18867404,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18880211,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18884565,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18884717,Yeppoon,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18884870,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18884957,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18885396,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18885398,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918693,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918714,Townsville,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918937,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918942,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918943,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918958,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918959,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918960,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918961,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918965,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918966,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918967,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918969,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918974,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18951047,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18951054,Rockhampton,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18951056,Rockhampton,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18960582,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18960811,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18961782,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18961913,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962636,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962757,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962763,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962769,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962786,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962795,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962799,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962809,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962815,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962840,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963010,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963215,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963606,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963625,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963663,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963681,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18963707,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18964347,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18964672,Other,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
19081744,Other,YES,1,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
19133383,Kuranda,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
19133438,Kuranda,NO,2,1,4,QLD,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18200230,Townsville,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18200418,Townsville,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18243062,Townsville,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18273689,Other,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18274104,Cairns,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18299195,Cairns,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18299420,Cairns,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18305170,Cairns,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18426489,Airlie Beach,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18442413,Airlie Beach,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18446906,Airlie Beach,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18463364,Airlie Beach,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18463369,Airlie Beach,,,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18496964,Mackay,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514516,Cairns,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18514735,Cairns,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18555999,Mackay,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18726530,Cairns,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18743414,Townsville,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18759856,Townsville,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18879629,Yeppoon,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18879654,Yeppoon,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918933,Rockhampton,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18918972,Rockhampton,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18919337,Rockhampton,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18951055,Rockhampton,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962150,Other,NO,2,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18962169,Other,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18965051,Other,YES,1,1,5,SA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18173198,Townsville,YES,1,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18173206,Townsville,YES,1,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18185244,Townsville,YES,1,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18185334,Townsville,YES,1,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18185515,Townsville,YES,1,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
18200000,Townsville,NO,2,1,6,WA,Australia,Oceania,"27 00 S, 133 00 E",-27,133
